tender_no,tender_description,agency,award_date,tender_detail_status,supplier_name,awarded_amt
ENV000ETT16000011,TENDER FOR PREVENTIVE AND CORRECTIVE MAINTENANCE WORKS FOR THE ENVISION GALLERY IN THE MINISTRY OF THE ENVIRONMENT AND WATER RESOURCES,Ministry of the Environment and Water Resources,27/5/2016,Awarded to Suppliers,Pico Art International Pte Ltd,120000
ENV000ETT16000017,TENDER FOR PROVISION OF EVENT MANAGEMENT SERVICES FOR THE PRESIDENTS AWARD FOR THE ENVIRONMENT (PAE) AWARDS CEREMONY 2016 THE ENVIRONMENT BUILDING 40 SCOTTS,Ministry of the Environment and Water Resources,24/6/2016,Awarded to Suppliers,TWIST MEDIA PTE. LTD.,95781
ENV000ETT16000019,Invitation To Tender For Event Management Services For The Sustainable Singapore Blueprint (SSB) Event For The Ministry Of The Environment And Water Resources,Ministry of the Environment and Water Resources,3/6/2016,Awarded to Suppliers,TWIST MEDIA PTE. LTD.,160725
ENV000ETT16000020,TENDER FOR THE PROVISION OF SECURITY SERVICES TO THE MINISTRY OF THE ENVIRONMENT AND WATER RESOURCES FOR A PERIOD OF 2 YEARS WITH AN OPTION TO EXTEND FOR ANOTHER 2 YEARS,Ministry of the Environment and Water Resources,31/10/2016,Awarded to Suppliers,Excellent Security & Safety Pte Ltd,2460000
ENV000ETT16000026,"TENDER FOR THE PROPOSED ADDITION & ALTERATION TO EXISTING ENVIRONMENT BUILDING AND ANNEX ON LOTS 01280M PT, 00578A, 99725L & 99726C TS 27 AT 40 SCOTTS ROAD (NEWTON PLANNING AREA)",Ministry of the Environment and Water Resources,4/11/2016,Awarded to Suppliers,GENNAL INDUSTRIES PTE LTD,19837672.7
ENV000ETT16000028,TENDER FOR REPLACEMENT OF CARD ACCESS SYSTEM AND COMPREHENSIVE MAINTENANCE SERVICES AT THE ENVIRONMENT BUILDING,Ministry of the Environment and Water Resources,30/12/2016,Awarded to Suppliers,ROBERT BOSCH SECURITY SOLUTIONS PTE. LTD.,308040
FINAGDETT16000001,Office Renovation Works At Accountant-General's Department,Ministry of Finance-Accountant-General's Department,6/4/2016,Awarded to Suppliers,GRAND BUILD INTERIOR PTE. LTD.,156880
FINAGDETT16000004,Provision of Audit Services under a Framework Agreement for Accountant-General's Department,Ministry of Finance-Accountant-General's Department,14/7/2016,Awarded to Suppliers,BDO LLP,72000
FINAGDETT16000004,Provision of Audit Services under a Framework Agreement for Accountant-General's Department,Ministry of Finance-Accountant-General's Department,14/7/2016,Awarded to Suppliers,DELOITTE & TOUCHE ENTERPRISE RISK SERVICES PTE LTD,72000
FINAGDETT16000004,Provision of Audit Services under a Framework Agreement for Accountant-General's Department,Ministry of Finance-Accountant-General's Department,14/7/2016,Awarded to Suppliers,ERNST & YOUNG ADVISORY PTE. LTD.,72000
FINAGDETT16000004,Provision of Audit Services under a Framework Agreement for Accountant-General's Department,Ministry of Finance-Accountant-General's Department,14/7/2016,Awarded to Suppliers,"KONG, LIM & PARTNERS LLP",72000
FINAGDETT16000004,Provision of Audit Services under a Framework Agreement for Accountant-General's Department,Ministry of Finance-Accountant-General's Department,14/7/2016,Awarded to Suppliers,RSM RISK ADVISORY PTE. LTD.,72000
FINAGDETT16000006,Provision of Training Services in Leadership Development for The Accountant-General's Department,Ministry of Finance-Accountant-General's Department,15/12/2016,Awarded to Suppliers,ROFFEY PARK ASIA PACIFIC PTE. LTD.,109800
FINCEDETT15000011,Tender for the proposed new erection of Customs Command Complex comprising a 6-STOREY block with 2-basement and a 6-storey Annex Block at Jalan Bahar,Ministry of Finance - Singapore Customs,23/9/2016,Awarded to Suppliers,NEWCON BUILDERS PTE. LTD.,61380000
FINCEDETT16000001,TENDER FOR THE PROVISION OF ARMED APO AND APO (ENFORCEMENT) FOR CUSTOMS FIELD ENFORCEMENT FOR 1 YEAR WITH AN OPTION TO EXTEND ON YEARLY BASIS FOR ANOTHER 2 YEARS.,Ministry of Finance - Singapore Customs,24/5/2016,Awarded to Suppliers,AETOS SECURITY MANAGEMENT PTE. LTD.,3681465
FINCEDETT16000002,"Tender for Nominated Sub-Contract for supply, installation and monitoring of instruments for the proposed new erection of Customs Operation Command Complex",Ministry of Finance - Singapore Customs,14/10/2016,Awarded to Suppliers,GROUND INSTRUMENTATION & ENGINEERING PTE. LTD.,197044
FINCEDETT16000006,TENDER FOR THE PROVISION OF COURIER SERVICES FOR SINGAPORE CUSTOMS FOR A PERIOD OF 2 YEARS WITH AN OPTION TO EXTEND THE CONTRACT FOR 1 YEAR,Ministry of Finance - Singapore Customs,30/8/2016,Awarded to Suppliers,HEW TRANSPORTATION PTE. LTD.,83088
FINCEDETT16000007,TENDER FOR THE PROVISION OF DESTRUCTION SERVICES FOR FORFEITED CASE EXHIBITS FOR SINGAPORE CUSTOMS FOR A PERIOD OF 2 YEARS,Ministry of Finance - Singapore Customs,3/10/2016,Awarded to Suppliers,SEMBWASTE PTE. LTD.,79200
FINCEDETT16000008,"TENDER FOR THE DESIGN, TAILOR AND DELIVERY OF MADE-TO-MEASURE UNIFORM FOR SINGAPORE CUSTOMS CUSTOMER SERVICE ASSOCIATES (CSA)",Ministry of Finance - Singapore Customs,24/11/2016,Awarded to Suppliers,ESTA PTE. LTD.,118590
FINCEDETT16000009,TENDER FOR THE PROVISION OF PERIODIC SERVICING AND MAINTENANCE OF DEPARTMENTAL MOTOR VEHICLES FOR SINGAPORE CUSTOMS,Ministry of Finance - Singapore Customs,18/10/2016,Awarded to Suppliers,LIM TAN MOTOR PTE LTD,67848.1
FINCEDETT16000014,This is an electronic non-GPA-covered open tender for the provision of casual labourers and transportation services to Singapore Customs for a period of two (2) years.,Ministry of Finance - Singapore Customs,21/12/2016,Awarded to Suppliers,SYDHA MOVERS PTE. LTD.,194800
FINHQ0ETT16000001,"Proposal for the Supply, Design, Development, Delivery, Installation, Testing, Training and Commissioning of a Fully Operational Social Policy Management System for MOFHQ",Ministry of Finance-Ministry Headquarter,7/9/2016,Awarded to Suppliers,DXC TECHNOLOGY SINGAPORE PTE. LTD.,3172134
FINHQ0ETT16000003,TERM CONTRACT FOR THE MAINTENANCE OF MECHANICAL AND ELECTRIAL (M&E) SYSTEMS AT THE TREASURY,Ministry of Finance-Ministry Headquarter,20/7/2016,Awarded to Suppliers,GDS ENGINEERING PTE LTD,2145600
FINHQ0ETT16000004,Provision of Event Management Services for PS21 ExCEL Convention 2016,Ministry of Finance-Ministry Headquarter,14/7/2016,Awarded to Suppliers,SKYY CREATIVE CONSULTANT PTE. LTD.,92396
FINHQ0ETT16000006,PROVISION OF ARMED AND UNARMED SECURITY GUARD SERVICES AT THE TREASURY FOR A BASE PERIOD OF THREE (3) YEARS WITH AN OPTION TO EXTEND FOR ANOTHER TWO (2) YEARS,Ministry of Finance-Ministry Headquarter,28/6/2016,Awarded to Suppliers,CERTIS CISCO AUXILIARY POLICE FORCE PTE. LTD.,7334628
FINHQ0ETT16000007,"SUPPLY, DELIVERY AND INSTALLATION OF CRASH BARRIER SYSTEM INCLUDING PROVISION OF NON-COMPREHENSIVE MAINTENANCE OF THE CRASH BARRIER SYSTEM FOR A PERIOD OF ONE YEAR AT THE TREASURY",Ministry of Finance-Ministry Headquarter,10/8/2016,Awarded to Suppliers,TJ Systems (S) Pte Ltd,94880
FINHQ0ETT16000009,PROPOSAL FOR THE IMPLEMENTATION OF A FULLY OPERATIONAL FINANCE AND PROCUREMENT PORTAL AND IM PORTAL WITH AN OPTION FOR MAINTENANCE,Ministry of Finance-Ministry Headquarter,13/12/2016,Awarded to Suppliers,Web Professional House Pte Ltd,818470
FINHQ0ETT16000010,TENDER FOR THE PROVISION OF SERVICES TO OPERATE GOVERNMENT SUPPLIER REGISTRATION SERVICES (GSR) FOR A PERIOD OF ONE YEAR WITH OPTIONS TO EXTEND UP TO AN ADDITIONAL 24 MONTHS,Ministry of Finance-Ministry Headquarter,11/10/2016,Awarded to Suppliers,CRIMSONLOGIC PTE LTD,75.7
FINHQ0ETT16000011,"Proposal for the Supply, Design, Development, Delivery, Installation, Testing, Training and Commissioning of a Fully Operational MOF Intranet Upgrade with an Option for Maintenance",Ministry of Finance-Ministry Headquarter,23/11/2016,Awarded to Suppliers,DXC TECHNOLOGY SINGAPORE PTE. LTD.,1967875
FINHQ0ETT16000013,RENTAL OF X-RAY MACHINE AND MAIL X-RAY SCANNER INCLUDING THE DISPOSAL OF EXISTING X-RAY MACHINE AT THE TREASURY FOR A BASE PERIOD OF TWO (2) YEAR WITH AN OPTION TO EXTEND FOR ANOTHER TWO (2) YEAR,Ministry of Finance-Ministry Headquarter,7/10/2016,Awarded to Suppliers,NIMROD ENGINEERING PTE LTD,38201
FINHQ0ETT16000015,Proposed Addition And Alteration Interior Fit-Out Works to Level 8 And Level 10 Conference Room At The Treasury,Ministry of Finance-Ministry Headquarter,7/11/2016,Awarded to Suppliers,P & A LINK PTE LTD,350820
FINHQ0ETT16000016,COMPREHENSIVE MAINTENANCE OF AUDIO VISUAL SYSTEM AT THE TREASURY FOR A BASE PERIOD OF TWO (2) YEARS WITH AN OPTION TO EXTEND FOR ANOTHER TWO (2) YEARS,Ministry of Finance-Ministry Headquarter,19/12/2016,Awarded to Suppliers,SYNERGY AVL PTE. LTD.,146696.2
FINVITETT15000022,Invitation to Tender for the implementation of a Debt Recovery System,Ministry of Finance - Vital,2/6/2016,Awarded to No Suppliers,Unknown,0
FINVITETT16000001,"Provision of Temporary Contract for Services, Temporary Employee Conversion to Permanent Employee and Sourcing for Permanent Employee",Ministry of Finance - Vital,19/7/2016,Awarded to Suppliers,BGC Group Pte. Ltd.,4420
FINVITETT16000001,"Provision of Temporary Contract for Services, Temporary Employee Conversion to Permanent Employee and Sourcing for Permanent Employee",Ministry of Finance - Vital,19/7/2016,Awarded to Suppliers,Business Edge Personnel Services Pte Ltd,4153.2
FINVITETT16000001,"Provision of Temporary Contract for Services, Temporary Employee Conversion to Permanent Employee and Sourcing for Permanent Employee",Ministry of Finance - Vital,19/7/2016,Awarded to Suppliers,EDUCARE HUMAN CAPITAL PRIVATE LIMITED,4263
FINVITETT16000001,"Provision of Temporary Contract for Services, Temporary Employee Conversion to Permanent Employee and Sourcing for Permanent Employee",Ministry of Finance - Vital,19/7/2016,Awarded to Suppliers,PEOPLE ADVANTAGE PTE. LTD.,4248
FINVITETT16000001,"Provision of Temporary Contract for Services, Temporary Employee Conversion to Permanent Employee and Sourcing for Permanent Employee",Ministry of Finance - Vital,19/7/2016,Awarded to Suppliers,SCIENTEC CONSULTING PTE. LTD.,4300
FINVITETT16000001,"Provision of Temporary Contract for Services, Temporary Employee Conversion to Permanent Employee and Sourcing for Permanent Employee",Ministry of Finance - Vital,19/7/2016,Awarded to Suppliers,SEACARE MANPOWER SERVICES PTE LTD,4170
FINVITETT16000002,Provision Of Auxiliary Police Services To Execute Warrants Of Arrest,Ministry of Finance - Vital,24/8/2016,Awarded to Suppliers,AETOS SECURITY MANAGEMENT PTE. LTD.,16802256
FINVITETT16000003,PROVISION OF RELOCATION MANAGEMENT SERVICES FOR TWO (2) YEARS WITH AN OPTION TO EXTEND UP TO ONE (1) YEAR,Ministry of Finance - Vital,13/10/2016,Awarded to Suppliers,ALLIED MOVING SERVICES (S) PTE. LTD.,1610.9
FINVITETT16000003,PROVISION OF RELOCATION MANAGEMENT SERVICES FOR TWO (2) YEARS WITH AN OPTION TO EXTEND UP TO ONE (1) YEAR,Ministry of Finance - Vital,13/10/2016,Awarded to Suppliers,Crown Worldwide Pte Ltd,2054.75
FINVITETT16000006,INVITATION TO TENDER (ITT) FOR THE SUPPLY OF ELECTRONICS AND ELECTRICAL APPLIANCES,Ministry of Finance - Vital,15/12/2016,Awarded to Suppliers,AV Media PTE LTD,92241.35
FINVITETT16000006,INVITATION TO TENDER (ITT) FOR THE SUPPLY OF ELECTRONICS AND ELECTRICAL APPLIANCES,Ministry of Finance - Vital,15/12/2016,Awarded to Suppliers,CATHAY PHOTO STORE (PRIVATE) LIMITED,330410.07
FINVITETT16000006,INVITATION TO TENDER (ITT) FOR THE SUPPLY OF ELECTRONICS AND ELECTRICAL APPLIANCES,Ministry of Finance - Vital,15/12/2016,Awarded to Suppliers,COURTS (SINGAPORE) PTE. LTD.,1644345.42
FINVITETT16000006,INVITATION TO TENDER (ITT) FOR THE SUPPLY OF ELECTRONICS AND ELECTRICAL APPLIANCES,Ministry of Finance - Vital,15/12/2016,Awarded to Suppliers,ETRONIN ELECTROMART,539997.2
FINVITETT16000006,INVITATION TO TENDER (ITT) FOR THE SUPPLY OF ELECTRONICS AND ELECTRICAL APPLIANCES,Ministry of Finance - Vital,15/12/2016,Awarded to Suppliers,LUCKY STORE,2567130.5
FINVITETT16000006,INVITATION TO TENDER (ITT) FOR THE SUPPLY OF ELECTRONICS AND ELECTRICAL APPLIANCES,Ministry of Finance - Vital,15/12/2016,Awarded to Suppliers,MAX PHOTO PTE LTD,330410.07
FINVITETT16000006,INVITATION TO TENDER (ITT) FOR THE SUPPLY OF ELECTRONICS AND ELECTRICAL APPLIANCES,Ministry of Finance - Vital,15/12/2016,Awarded to Suppliers,PARISILK ELECTRONICS & COMPUTERS PTE LTD,2567130.5
FINVITETT16000006,INVITATION TO TENDER (ITT) FOR THE SUPPLY OF ELECTRONICS AND ELECTRICAL APPLIANCES,Ministry of Finance - Vital,15/12/2016,Awarded to Suppliers,TAI SIN RADIO & ELECTRICAL PTE. LTD.,1012106.87
FOR000ETT15000034,Provision of Security Guarding Service for Chancery and Official Residences of the Singapore High Commission in Pretoria.,Ministry of Foreign Affairs,17/6/2016,Awarded to Suppliers,DDL Security Services (Pty) Ltd T/A 24/7 Security Services,395332.23
FOR000ETT15000066,Provision for Cleaning Services for the Embassy of the Republic of Singapore in Moscow,Ministry of Foreign Affairs,19/4/2016,Awarded to Suppliers,"LLC ""Kaskad-Holding""",101440
FOR000ETT15000068,Provision for Facility Management Services at the Embassy of the Republic of Singapore in Manila.,Ministry of Foreign Affairs,8/4/2016,Awarded to Suppliers,CENTURY PROPERTIES MANAGEMENT INC,329044.69
FOR000ETT15000072,Procurement of Facility Management Services for the Permanent Mission of the Republic of Singapore to the United Nations (New York),Ministry of Foreign Affairs,7/4/2016,Awarded to Suppliers,NEWMARK GRUBB KNIGHT FRANK,992923.46
FOR000ETT15000073,Supply and Installation of Artificial Turf with Drainage Cell on Roof of Buildings,Ministry of Foreign Affairs,8/4/2016,Awarded to Suppliers,ADWYN IMPEX PVT LTD,83383.3
FOR000ETT16000003,Provision of Security and Construction-related enhancements for Singapore High Commission in Canberra,Ministry of Foreign Affairs,19/4/2016,Awarded to Suppliers,Manteena Security (Aust) Pty Ltd,445620.77
FOR000ETT16000004,Provision of Managing Contractor for Maintenance Services for Riyadh Mission,Ministry of Foreign Affairs,8/4/2016,Awarded to Suppliers,ELECTRO SAUDI SERVICES LTD.,741417.47
FOR000ETT16000005,Provision of Managing Contractor for Security Services for Riyadh Mission,Ministry of Foreign Affairs,12/4/2016,Awarded to Suppliers,ELECTRO SAUDI SERVICES LTD.,1325693.09
FOR000ETT16000006,Provision of Security Services for the Embassy of the Republic of Singapore in Berlin,Ministry of Foreign Affairs,10/6/2016,Awarded to Suppliers,SICHERHEIT NORD GMBH & CO KG,1500679.73
FOR000ETT16000007,Provision of Security Guard Services for Singapore Embassy and Ambassador's Residence in Yangon,Ministry of Foreign Affairs,6/6/2016,Awarded to Suppliers,"Scipio Services Co., Ltd",582805.86
FOR000ETT16000008,"Provision of Security Guard Services for the Singapore Embassy in Bangkok, Thailand.",Ministry of Foreign Affairs,6/5/2016,Awarded to Suppliers,ISS Security Guarding Co. Ltd.,223102.46
FOR000ETT16000010,"Provision for Comprehensive Maintenance of Heating, Ventilation and Air-Conditioning (HVAC) System at the Consulate-General of the Republic of Singapore in Shanghai.",Ministry of Foreign Affairs,6/5/2016,Awarded to Suppliers,"Nylect Engineering (Shanghai) Co., Ltd",180578.4
FOR000ETT16000011,Provision for Comprehensive Maintenance of Security System at the Consulate-General of the Republic of Singapore in Shanghai,Ministry of Foreign Affairs,6/5/2016,Awarded to Suppliers,Shanghai Jiexin Integrated Intelligence System Ltd.,87555
FOR000ETT16000012,"Procurement of one(1) unit of duty free Saloon Car for the Singapore Embassy in Tokyo, Japan.",Ministry of Foreign Affairs,6/5/2016,Awarded to Suppliers,TOKYO TOYOPET CO LTD,83889.32
FOR000ETT16000013,"Provision of unarmed guard services at MFA HQ, for a period of two (2) years with an option to extend for a further two (2) one-year periods",Ministry of Foreign Affairs,2/6/2016,Awarded to Suppliers,CERTIS CISCO PROTECTION SERVICES PTE. LTD.,4917097
FOR000ETT16000015,"Provision of Replacement of Internal Finishes Including Wallpaper, Carpet, Roller Blind and Curtain at MFA Building.",Ministry of Foreign Affairs,5/7/2016,Awarded to Suppliers,CARPET IMAGE PTE LTD,18938
FOR000ETT16000015,"Provision of Replacement of Internal Finishes Including Wallpaper, Carpet, Roller Blind and Curtain at MFA Building.",Ministry of Foreign Affairs,5/7/2016,Awarded to Suppliers,VANGUARD INTERIORS PTE LTD,58918
FOR000ETT16000016,Provision for the Proposed Water Seepages rectification works at Basement 2 Offices at the Ministry of Foreign Affairs (MFA) Building.,Ministry of Foreign Affairs,29/6/2016,Awarded to Suppliers,BAUTEC PACIFIC PTE. LTD.,83600
FOR000ETT16000017,Provision of Maintenance Services for Passenger Lift and Dumbwaiter System for Chancery and Staff Residence Complex at Singapore Embassy in Yangon,Ministry of Foreign Affairs,7/7/2016,Awarded to Suppliers,Myanmar Jardine Schindler Ltd,95739.57
FOR000ETT16000018,Provision of Maintenance Services for Security System and Fire Alarm System for Singapore Embassy in Yangon,Ministry of Foreign Affairs,8/7/2016,Awarded to Suppliers,BHOLAT- SAFEGUARD COMPANY LIMITED,289342
FOR000ETT16000019,Provision of Maintenance Services of Building Management System for Singapore Embassy in Yangon,Ministry of Foreign Affairs,3/6/2016,Awarded to No Suppliers,Unknown,0
FOR000ETT16000020,Provision of IT Infrastructure Services to MFA,Ministry of Foreign Affairs,25/5/2016,Awarded to Suppliers,SIIX SINGAPORE PTE. LTD.,7074300
FOR000ETT16000021,"Provision for Maintenance of Building, Mechanical and Electrical Systems at the Consulate-General of the Republic of Singapore in Shanghai",Ministry of Foreign Affairs,14/7/2016,Awarded to Suppliers,"SHANGHAI SHANGFANG PROPERTY SERVICES CO., LTD",383004.29
FOR000ETT16000022,Provision for Cleaning and Pest Control Services at the Consulate-General of the Republic of Singapore in Shanghai,Ministry of Foreign Affairs,28/7/2016,Awarded to Suppliers,"GSN PROPERTY SERVICES CO., LTD.",328699.25
FOR000ETT16000023,Provision for Landscaping and Snow Removal Services at the Embassy of the Republic of Singapore in Washington.,Ministry of Foreign Affairs,3/6/2016,Awarded to Suppliers,"Sandoval Landscape Company, LLC",162867.92
FOR000ETT16000024,"Tender for the replacement of Gutter, Eaves and Lanai at Ambassador's Residence in Manila Mission.",Ministry of Foreign Affairs,21/9/2016,Awarded to Suppliers,DELCON TRADING,92290.51
FOR000ETT16000026,Provision for Data point termination and relabelling services for 45 Overseas Missions,Ministry of Foreign Affairs,8/6/2016,Awarded to Suppliers,FIBRECOM SYSTEMS PTE LTD,76528
FOR000ETT16000026,Provision for Data point termination and relabelling services for 45 Overseas Missions,Ministry of Foreign Affairs,8/6/2016,Awarded to Suppliers,FUTURE SENZE PTE. LTD.,135457.5
FOR000ETT16000026,Provision for Data point termination and relabelling services for 45 Overseas Missions,Ministry of Foreign Affairs,8/6/2016,Awarded to Suppliers,LANTRO (S) PTE. LTD.,52112
FOR000ETT16000027,Provision of Security Guard Services for Singapore Consulate in Hong Kong,Ministry of Foreign Affairs,6/6/2016,Awarded to Suppliers,Securitas Security Services (Hong Kong) Limited,134097.6
FOR000ETT16000028,"Provision for the conceptualisation, design and printing of a commemorative book for the MFA Diplomatic Academy",Ministry of Foreign Affairs,11/7/2016,Awarded to Suppliers,OXYGEN STUDIO DESIGNS PTE. LTD.,97560
FOR000ETT16000029,Provision of Cleaning Services for Singapore Embassy in Jakarta,Ministry of Foreign Affairs,7/7/2016,Awarded to Suppliers,"SINERGI INTEGRA SERVICES, PT",160769.74
FOR000ETT16000030,Provision of rental of Simultaneous Interpretation (SI) Equipment,Ministry of Foreign Affairs,25/5/2016,Awarded to Suppliers,CONGRESS RENTAL PTE. LTD.,141063
FOR000ETT16000031,Provision of Facilities Management Services for Singapore Permanent Mission in Geneva,Ministry of Foreign Affairs,9/6/2016,Awarded to Suppliers,Priora FM SA,2071051.54
FOR000ETT16000032,Provision of Security Services for Singapore Permanent Mission in Geneva,Ministry of Foreign Affairs,9/6/2016,Awarded to Suppliers,GPA Guardian Protection SA,1702777.92
FOR000ETT16000033,"Provision of venue and catering services for the Singapore National Day Reception hosted by the Singapore High Commission in Kuala Lumpur on Thursday, 11 August 2016.",Ministry of Foreign Affairs,1/7/2016,Awarded to Suppliers,"SHANGRI-LA HOTEL, KUALA LUMPUR",95046.34
FOR000ETT16000034,Renovation of Official Residence,Ministry of Foreign Affairs,8/6/2016,Awarded to Suppliers,HAIG CONSTRUCTION MANAGEMENT LIMITED,2802460.17
FOR000ETT16000035,Provision of Security Guard for deployment at the High Commission in London.,Ministry of Foreign Affairs,3/8/2016,Awarded to Suppliers,CORPS SECURITY,281626.52
FOR000ETT16000036,Invitation to Tender for the Provision of Horticultural services at the Ministry of Foreign Affairs (MFA) and Asia-Europe Foundation (ASEF) Buildings.,Ministry of Foreign Affairs,10/8/2016,Awarded to Suppliers,PRINCE'S LANDSCAPE AND CONSTRUCTION PTE LTD,1211880
FOR000ETT16000037,"Provision for Bollard Maintenance Services at the Embassy of the Republic of Singapore in Vientiane, Laos.",Ministry of Foreign Affairs,16/8/2016,Awarded to Suppliers,SMART SOLUTIONS SOLE CO. LTD,85903.87
FOR000ETT16000039,"Supply, Delivery, Installation and, Configuration of fully functioning brand new mobile devices bundled with mobile data plan subscription for 24 months solution",Ministry of Foreign Affairs,13/7/2016,Awarded to Suppliers,STARHUB LTD.,263801.45
FOR000ETT16000040,Provision of Security Services for Singapore Embassy in Brasilia,Ministry of Foreign Affairs,22/7/2016,Awarded to Suppliers,5 ESTRELAS SISTEMAS DE SEGURANCA LTDA,608951
FOR000ETT16000041,Provision of Event Management services for the S Rajaratnam Lecture 2016,Ministry of Foreign Affairs,27/7/2016,Awarded to Suppliers,MACROVIC ENTERPRISE PTE LTD,79990
FOR000ETT16000042,"Provision for Security Guards at the High Commission of the Republic of Singapore in Canberra, Australia",Ministry of Foreign Affairs,1/11/2016,Awarded to Suppliers,MSS Security Pty Limited,3646712.91
FOR000ETT16000043,"Provision of Mid-Size luxury sedan not exceeding 3000cc for MFA Embassy in Riyadh, Saudi Arabia.",Ministry of Foreign Affairs,18/7/2016,Awarded to Suppliers,VOLKSWAGEN GROUP SAUDI ARABIA LLC,87759.14
FOR000ETT16000044,Provision of Healthcare Insurance for Washington Mission's LRS and Housekeepers,Ministry of Foreign Affairs,21/7/2016,Awarded to Suppliers,KAISER FOUNDATION HEALTH PLAN OF THE MID ATLANTIC STATES,167134.96
FOR000ETT16000045,"Appointment of a consultant firm to conduct a building condition survey covering architectural, structural, mechanical and electrical works at the Consulate-General of the Republic of Singapore in Shanghai, China.",Ministry of Foreign Affairs,20/9/2016,Awarded to Suppliers,"SQUIRE MECH (SHANGHAI) CO., LTD",61824
FOR000ETT16000046,Renovation services for minor work at 3 Government-owned apartments in New York Permanent Mission,Ministry of Foreign Affairs,27/12/2016,Awarded to Suppliers,Edge Renovation LLC,701370.13
FOR000ETT16000047,Provision of Security Guard Services for Singapore Embassy in Washington,Ministry of Foreign Affairs,13/10/2016,Awarded to Suppliers,"SECTEK, INC",417113.57
FOR000ETT16000048,"Provision of term contract for the Provision of Services for General Building Works and Maintenance of Mechanical & Electrical (Building Services) Systems for the Singapore Embassy in Beijing, PRC",Ministry of Foreign Affairs,20/9/2016,Awarded to Suppliers,"GSN PROPERTY SERVICES CO., LTD.",355882.11
FOR000ETT16000049,Provision of Cleaning and Pest Control Services for Singapore Embassy in Beijing,Ministry of Foreign Affairs,4/10/2016,Awarded to Suppliers,"GSN PROPERTY SERVICES CO., LTD.",416273.47
FOR000ETT16000050,Provision for a suitable venue for the Singapore Embassy in Tokyo to host its 51st National Day Reception on 1 September 2016.,Ministry of Foreign Affairs,16/8/2016,Awarded to Suppliers,"IMPERIAL HOTEL, LTD",70871.72
FOR000ETT16000051,"Provision of Event Organiser Services for the Planning & Execution of the Singapore National Day Dinner 2016 to be held on Friday, 14 October 2016 at the Baniyas Ballroom, Grand Hyatt Hotel Dubai.",Ministry of Foreign Affairs,22/8/2016,Awarded to Suppliers,PICO INTERNATIONAL LLC,49100
FOR000ETT16000052,Provision of Cleaning Services at Chancery and High Commissioner Residence in Canberra.,Ministry of Foreign Affairs,20/10/2016,Awarded to Suppliers,MORGANS GROUP PTY LTD,408424.5
FOR000ETT16000053,Provision of HVAC and Water Treatment services for Ministry of Foreign Affairs Mission in Washington,Ministry of Foreign Affairs,6/10/2016,Awarded to Suppliers,"TRANE U.S., INC",320372.14
FOR000ETT16000054,Provision of Maintenance Services for Checkpoint Firewall Equipment for MFA,Ministry of Foreign Affairs,14/9/2016,Awarded to Suppliers,NCS PTE. LTD.,875579.95
FOR000ETT16000055,Renovation to Chancery's perimeter walls and installation of anti-climb spikes at Ministry of Foreign Affairs Mission in Riyadh,Ministry of Foreign Affairs,18/10/2016,Awarded to Suppliers,ELECTRO SAUDI SERVICES LTD.,74276.12
FOR000ETT16000056,Provision of Garden Maintenance Services for Singapore High Commission in Canberra,Ministry of Foreign Affairs,25/10/2016,Awarded to Suppliers,WHIP IT LAWNS AND GARDENS PTY LTD,164555.75
FOR000ETT16000057,Provision of Degausser Hardware,Ministry of Foreign Affairs,22/11/2016,Awarded to Suppliers,DT ASIA PTE. LTD.,1300000
FOR000ETT16000058,"Invitation to tender for the Installation and Monitoring of Inclinometers and Tiltmeters for a period of five [05] years at The High Commission of the Republic of Singapore in Bandar Seri Begawan, Negara Brunei Darussalam",Ministry of Foreign Affairs,26/10/2016,Awarded to Suppliers,Associated Geotechnical Services Co. Sdn Bhd,47800
FOR000ETT16000059,Lease of forty(40) Photocopiers inclusive of comprehensive maintenance for the Ministry of Foreign Affairs(MFA) HQ until 30 November 2021,Ministry of Foreign Affairs,22/12/2016,Awarded to Suppliers,CANON SINGAPORE PTE. LTD.,287004
FOR000ETT16000060,Provision of Security Services for the Chancery at New York Permanent Mission,Ministry of Foreign Affairs,14/11/2016,Awarded to Suppliers,"FJC Security Services, Inc.",121624.81
FOR000ETT16000061,Provision of application development and maintenance services for the Resource Management System (RMS),Ministry of Foreign Affairs,2/12/2016,Awarded to Suppliers,I-MAGINATION SOLUTION PTE. LTD.,430420
FOR000ETT16000062,Building of a new Datacenter located at MFA HQ and optional services for existing datacenters,Ministry of Foreign Affairs,30/12/2016,Awarded to Suppliers,SCHNEIDER ELECTRIC IT SINGAPORE PTE. LTD.,1983425
FOR000ETT16000063,"Provision of Horticulture and Landscaping Services at the High Commission of the Republic of Singapore in Bandar Seri Begawan, Negara Brunei Darussalam.",Ministry of Foreign Affairs,4/11/2016,Awarded to Suppliers,K. N. Nursery (B) Sdn Bhd,172800
FOR000ETT16000066,"Provision for Design, Development, Testing, Commission and Maintenance of fully operational MFA@SG Mobile App",Ministry of Foreign Affairs,28/12/2016,Awarded to No Suppliers,Unknown,0
FOR000ETT16000067,"Replacement of HVAC System in Singapore High Commission in New Delhi, India",Ministry of Foreign Affairs,22/12/2016,Awarded to Suppliers,M/s Carrier Midea India Pvt Ltd,1367646.62
